OID_,Region,GMUvalue,Unit,UnitSub,Major,MinorSpecific,UCU,GeoDetail,sqmiwater,Shape_Length,Shape_Area
812,2,6,06,06A,U00,0304,06AU000304,6,11.3603821,22787.388281233561429,29423255.746093750000000
813,2,6,06,06A,U00,0401,06AU000401,6,66.4810562,111987.703276617452502,172185138.738281250000000
814,2,6,06,06A,U00,0402,06AU000402,6,27.7571869,97872.164504328393377,71890786.132389903068542
815,2,6,06,06A,U00,0405,06AU000405,6,4.7624016,28348.403932752400578,12334563.327240169048309
816,2,6,06,06A,U00,0406,06AU000406,6,21.5667152,58560.588083624570572,55857537.046875000000000
817,2,6,06,06A,U00,0501,06AU000501,6,12.6689339,32179.581869671539607,32812387.804838687181473
818,2,6,06,06A,U00,0601,06AU000601,6,206.1505890,219175.649719585868297,533927561.526012659072876
819,2,6,06,06A,U01,0101,06AU010101,6,117.2474365,160028.750815028586658,303669467.307340681552887
820,2,6,06,06B,C00,0101,06BC000101,6,118.6727295,181144.247374374419451,307360952.692415118217468
821,2,6,06,06B,C00,0201,06BC000201,6,39.1761017,88737.090012829459738,101465634.974822819232941
822,2,6,06,06B,C00,0202,06BC000202,6,17.0389748,150749.707930311764358,44130742.061399281024933
823,2,6,06,06C,C00,0101,06CC000101,6,173.3485565,292815.153381868207362,448970692.199721813201904
824,2,6,06,06C,U00,0201,06CU000201,6,61.6359596,129090.835628441433073,159636397.958759009838104
825,2,6,06,06C,U00,0202,06CU000202,6,22.7901936,42138.031695966252300,59026328.242416895925999
826,2,6,06,06C,U00,0203,06CU000203,6,89.5845795,157161.892677751748124,232022989.292138606309891
827,2,6,06,06C,U00,0211,06CU000211,6,16.5295830,41301.241912000434240,42811423.750549517571926
828,2,6,06,06C,U00,0221,06CU000221,6,2.6303453,29539.824327117534267,6812563.230475893244147
829,2,6,06,06D,R00,1401,06DR001401,6,88.8270035,138570.809058128594188,230060886.475991576910019
830,2,6,06,06D,R00,1402,06DR001402,6,49.0930328,130665.597828445141204,127150367.552083253860474
831,2,6,06,06D,R00,1403,06DR001403,6,45.1333809,195352.729555297875777,116894921.822451293468475
832,2,6,06,06D,R00,1404,06DR001404,6,52.1541328,225876.113816294557182,135078586.254194617271423
833,2,6,06,06D,R00,1501,06DR001501,6,79.8819046,205220.929847990279086,206893188.108306795358658
834,2,6,06,06D,R00,1502,06DR001502,6,80.2044754,288959.026668776059523,207728645.702039569616318
835,2,6,06,06D,R00,1503,06DR001503,6,88.7296906,144309.799604353407631,229808849.650873154401779
836,2,6,06,06D,R00,1504,06DR001504,6,31.0618286,96527.514269429579144,80449766.235843509435654
837,2,6,06,06D,R00,1505,06DR001505,6,45.5959930,94996.627828472555848,118093077.321226537227631
838,2,6,06,06D,R00,1506,06DR001506,6,205.5891724,115938.971248007990653,532473506.249430596828461
839,2,6,06,06D,R00,1601,06DR001601,6,52.7180672,149229.910201880760724,136539166.108141034841537
840,2,6,06,06D,R00,1602,06DR001602,6,88.7876053,110858.645078409579583,229958844.112225234508514
841,2,6,06,06D,R00,1701,06DR001701,6,165.7715759,183759.758316837076563,429346429.999775648117065
842,2,6,06,06D,R00,1702,06DR001702,6,31.8549995,65941.377769305516267,82504067.752749621868134
843,2,6,06,06D,R00,1703,06DR001703,6,63.4542923,78856.563044132868527,164345861.331096321344376
844,2,6,06,06D,R00,1801,06DR001801,6,97.3311005,84498.451825107869809,252086400.109831482172012
845,2,6,06,06D,R00,1802,06DR001802,6,36.9669571,109921.324347483867314,95743980.482551842927933
846,2,6,06,06D,R00,1803,06DR001803,6,88.4642563,83082.108210514750681,229121366.965921252965927
847,2,6,06,06D,R00,1804,06DR001804,6,31.0875511,53316.410183841471735,80516387.492795646190643
848,2,6,06,06D,R00,1805,06DR001805,6,147.5254211,144874.305360661266604,382089099.064505994319916
849,2,6,06,06D,R00,1806,06DR001806,6,28.2912502,38323.147920612726011,73274003.186456993222237
850,2,6,06,06D,R00,1807,06DR001807,6,72.8395081,73938.524688166537089,188653462.440705060958862
851,2,6,06,06D,R00,1808,06DR001808,6,25.7330093,36542.111262591664854,66648187.778182655572891
852,2,6,06,06D,R00,1809,06DR001809,6,32.9383850,44265.675632229074836,85310025.784327730536461
853,2,6,06,06D,R00,1810,06DR001810,6,26.6051674,36618.479662523081060,68907067.736320436000824
854,2,6,06,06D,R00,1811,06DR001811,6,32.6023674,47509.642499206398497,84439740.327354580163956
855,2,6,06,06D,R00,1812,06DR001812,6,25.2433319,46713.174273863893177,65379931.415150426328182
856,2,6,06,06D,R00,1813,06DR001813,6,121.1058350,141521.070114824338816,313662669.887701988220215
857,2,6,06,06D,R00,1901,06DR001901,6,109.4035797,117194.388094434369123,283353971.670464634895325
858,2,6,06,06D,R00,1902,06DR001902,6,90.7908859,80540.354752444458427,235147306.658760190010071
859,2,6,06,06D,R00,1903,06DR001903,6,40.9245644,93748.761572569230339,105994137.635445177555084
860,2,6,06,06D,R00,1904,06DR001904,6,59.2631912,73300.287329811093514,153490963.806855797767639
861,2,6,06,06D,R00,1905,06DR001905,6,53.8121223,116128.616153577342629,139372759.375756323337555
862,2,6,06,06D,R00,1906,06DR001906,6,7.4845104,29134.445921623708273,19384793.119974683970213
863,2,6,06,06D,R00,2001,06DR002001,6,44.9821205,154151.306590958032757,116503156.553895264863968
864,2,6,06,06D,R00,2002,06DR002002,6,48.5480690,100929.224603006878169,125738921.282979846000671
865,2,6,06,06D,R00,2003,06DR002003,6,35.7571487,76806.048114954683115,92610594.885029956698418
866,2,6,06,06D,R00,2101,06DR002101,6,124.7436447,95994.515724985409179,323084564.380591869354248
867,2,6,06,06D,U00,0201,06DU000201,6,18.7126217,117630.619475952378707,48465468.576519556343555
868,2,6,06,06D,U00,0301,06DU000301,6,35.4853363,89789.657248749819701,91906595.560487657785416
869,2,6,06,06D,U00,0401,06DU000401,6,51.0286331,116278.678951262641931,132163554.260825097560883
870,2,6,06,06D,U00,0402,06DU000402,6,151.3801575,193113.140811976249097,392072810.712475597858429
871,2,6,06,06D,U00,0501,06DU000501,6,106.3311310,194070.828686991706491,275396364.274369060993195
872,2,6,06,06D,U00,0502,06DU000502,6,35.2363472,148928.828304304654012,91261722.299151092767715
873,2,6,06,06D,U00,0503,06DU000503,6,5.2338443,49394.866057339371764,13555594.569905199110508
874,2,6,06,06D,U00,0504,06DU000504,6,106.6168671,149105.712837970000692,276136410.975312709808350
875,2,6,06,06D,U00,0601,06DU000601,6,24.9821243,98793.056537478594691,64703404.962412074208260
876,2,6,06,06D,U00,0603,06DU000603,6,8.6159763,47821.094585789840494,22315275.051321547478437
877,2,6,06,06D,U00,0604,06DU000604,6,36.9241562,80937.604009937145747,95633129.034090042114258
878,2,6,06,06D,U00,0605,06DU000605,6,12.2830000,43548.918181846725929,31812824.610955365002155
879,2,6,06,06D,U00,0606,06DU000606,6,5.8827181,27422.877627059813676,15236169.322818791493773
880,2,6,06,06D,U00,0607,06DU000607,6,2.8466778,13209.235804738769730,7372861.483937175944448
881,2,6,06,06D,U00,0608,06DU000608,6,20.1003628,57785.606031901290407,52059702.973018169403076
882,2,6,06,06D,U00,0619,06DU000619,6,0.4639891,5025.292780972763467,1201726.360080735990778
883,2,6,06,06D,U00,0701,06DU000701,6,15.8293953,124109.244597746626823,40997944.912401378154755
884,2,6,06,06D,U00,0702,06DU000702,6,36.7508659,156054.932546226598788,95184303.661570176482201
885,2,6,06,06D,U00,0703,06DU000703,6,85.8090591,160934.839360747457249,222244439.051022291183472
886,2,6,06,06D,U00,0801,06DU000801,6,40.1768303,173970.937550545320846,104057510.690592199563980
887,2,6,06,06D,U00,0802,06DU000802,6,59.7999077,213084.015300725761335,154881045.688821166753769
888,2,6,06,06D,U00,0803,06DU000803,6,57.3076324,244840.339772896084469,148426090.236756354570389
889,2,6,06,06D,U00,0901,06DU000901,6,53.0008469,185862.202855249837739,137271566.578389018774033
890,2,6,06,06D,U00,0902,06DU000902,6,52.8614006,117571.552300506897154,136910396.710420727729797
891,2,6,06,06D,U00,0903,06DU000903,6,37.2488632,144387.862661060382379,96474113.572095036506653
892,2,6,06,06D,U00,0904,06DU000904,6,16.0544205,50635.184414546944026,41580758.427050620317459
893,2,6,06,06D,U00,0905,06DU000905,6,33.9160843,105074.481864802510245,87842255.815442174673080
894,2,6,06,06D,U00,0911,06DU000911,6,6.7002769,65158.253714698810654,17353637.618180040270090
895,2,6,06,06D,U00,0914,06DU000914,6,20.2858257,58650.731769794860156,52540047.718894213438034
896,2,6,06,06D,U00,1001,06DU001001,6,22.7356586,83173.126766044035321,58885084.014754749834538
897,2,6,06,06D,U00,1002,06DU001002,6,24.7187614,93361.844254502007971,64021299.274506464600563
898,2,6,06,06D,U00,1003,06DU001003,6,29.9103470,106069.465948549186578,77467442.666750475764275
899,2,6,06,06D,U00,1004,06DU001004,6,34.2595940,163467.711388188123237,88731945.177116289734840
900,2,6,06,06D,U00,1014,06DU001014,6,5.8586416,81307.889049799981876,15173811.594950847327709
901,2,6,06,06D,U00,1201,06DU001201,6,76.6576385,157941.677685498987557,198542374.704144865274429
902,2,6,06,06D,U00,1202,06DU001202,6,23.8647060,176736.239630991709419,61809306.341835983097553
903,2,6,06,06D,U00,1203,06DU001203,6,32.6883354,144967.915044273686362,84662400.003736302256584
904,2,6,06,06D,U00,1204,06DU001204,6,12.7521152,71204.810804516266217,33027826.818880926817656
905,2,6,06,06D,U00,1301,06DU001301,6,31.6771145,43925.863805797169334,82043350.888506606221199
906,2,6,06,06D,U00,1302,06DU001302,6,86.9173355,165732.407489843346411,225114860.943699866533279
907,2,6,06,06D,U00,1303,06DU001303,6,36.3665123,193526.966660821082769,94188836.219454944133759
908,2,6,06,06D,U02,0101,06DU020101,6,5.3803554,25203.070499309294974,13935056.308482287451625
909,2,6,06,06D,U03,1101,06DU031101,6,18.8975849,90167.196383632748621,48944517.896887406706810
910,2,6,06,06D,U03,1102,06DU031102,6,32.6361122,160831.352701135474490,84527145.688167780637741
911,2,6,06,06D,U03,1111,06DU031111,6,12.5174427,43967.930386513391568,32420026.728611476719379
912,2,6,06,06D,U03,1112,06DU031112,6,12.2910891,44336.013642559220898,31833775.197025265544653
913,2,7,07,07Z,O00,0201,07ZO000201,6,11.0885258,34254.926939624412626,28719150.245151218026876
914,2,7,07,07Z,O00,0202,07ZO000202,6,17.5915203,35936.315800797885458,45561828.581562295556068
915,2,7,07,07Z,O00,0301,07ZO000301,6,12.5787458,51158.320897720768698,32578803.233310066163540
916,2,7,07,07Z,O00,0302,07ZO000302,6,0.8361832,6355.357245889405931,2165704.610804174561054
917,2,7,07,07Z,O00,0304,07ZO000304,6,0.3359172,4007.184094657934565,870021.632484485162422
918,2,7,07,07Z,O00,0401,07ZO000401,6,0.1859635,3102.684046149813184,481643.118248634680640
919,2,7,07,07Z,O00,0402,07ZO000402,6,0.6916656,6557.710913772512868,1791405.617988472804427
920,2,7,07,07Z,O01,0101,07ZO010101,6,44.0569611,49209.046837676869472,114107008.796012520790100
921,2,7,07,07Z,U00,1001,07ZU001001,6,44.7050591,119845.906330278186942,115785574.982206389307976
922,2,7,07,07Z,U00,1002,07ZU001002,6,73.9589386,177392.535300164512591,191552771.449645191431046
923,2,7,07,07Z,U00,1101,07ZU001101,6,185.8115997,434568.691657576826401,481249829.374087333679199
924,2,7,07,07Z,U00,1201,07ZU001201,6,163.4084625,320162.595789361337665,423225960.093009591102600
925,2,7,07,07Z,U00,1301,07ZU001301,6,200.6296997,316407.683571440808009,519628546.762460768222809
926,2,7,07,07Z,U00,1401,07ZU001401,6,29.1791420,66236.682277876156149,75573632.746329411864281
927,2,7,07,07Z,U00,1402,07ZU001402,6,89.6545105,159771.126078761590179,232204119.841073989868164
928,2,7,07,07Z,U00,1404,07ZU001404,6,83.9418945,120891.613241613449645,217408510.200720429420471
929,2,7,07,07Z,U00,1501,07ZU001501,6,45.0139961,62309.113581401179545,116585714.905797749757767
930,2,7,07,07Z,U00,1502,07ZU001502,6,52.0501633,90086.198031416861340,134809303.195833116769791
931,2,8,08,08Z,U00,0101,08ZU000101,6,222.9972839,191912.476856354391202,577560297.958001136779785
932,2,8,08,08Z,U00,0201,08ZU000201,6,205.1570435,486623.980347911419813,531354311.368408322334290
933,2,8,08,08Z,U00,0202,08ZU000202,6,84.7007370,238983.503257313277572,219373897.146943509578705
934,2,8,08,08Z,U00,0203,08ZU000203,6,29.1577225,110733.109362971692462,75518152.207667142152786
935,2,8,08,08Z,U00,0204,08ZU000204,6,74.5455551,191956.115531553718029,193072101.015954285860062
936,2,8,08,08Z,U00,0205,08ZU000205,6,26.8451977,75165.063064727452002,69528742.792111262679100
937,2,8,08,08Z,U00,0206,08ZU000206,6,32.3651352,161685.935018527292414,83825311.946117579936981
938,2,8,08,08Z,U00,0207,08ZU000207,6,95.3933945,239947.297620086901588,247067757.330098330974579
939,2,8,08,08Z,U00,0208,08ZU000208,6,36.6351318,114146.417014749167720,94884557.040554791688919
940,2,8,08,08Z,U00,0209,08ZU000209,6,88.7177963,218859.023288469878025,229778032.781607329845428
941,2,8,08,08Z,U00,0210,08ZU000210,6,19.9107895,64261.203566012845840,51568709.430730864405632
942,2,8,08,08Z,U00,0211,08ZU000211,6,229.6175842,261483.505028623971157,594706818.854710102081299
943,2,8,08,08Z,U00,0212,08ZU000212,6,115.0860291,213310.879957233759342,298071445.879422307014465
944,2,8,08,08Z,U00,0213,08ZU000213,6,22.9723129,81507.402310926088830,59498017.009534128010273
945,2,8,08,08Z,U00,0301,08ZU000301,6,85.3472137,253849.325894288602285,221048277.168239384889603
946,2,8,08,08Z,U00,0302,08ZU000302,6,8.1982021,56638.543896134877286,21233245.653721645474434
947,2,8,08,08Z,U00,0303,08ZU000303,6,77.8950806,200067.594531225739047,201747323.327185630798340
948,2,8,08,08Z,U00,0304,08ZU000304,6,124.1913605,273612.749988874129485,321654155.500140249729156
949,2,8,08,08Z,U00,0306,08ZU000306,6,94.8554611,173184.889744881511433,245674522.607024550437927
950,2,8,08,08Z,U00,0307,08ZU000307,6,23.2889557,77937.861189706920413,60318119.406992301344872
951,2,8,08,08Z,U00,0308,08ZU000308,6,41.2009697,157800.268121316534234,106710022.400478646159172
952,2,8,08,08Z,U00,0309,08ZU000309,6,134.6643066,167417.384343374957098,348778971.589488327503204
953,2,8,08,08Z,U00,0311,08ZU000311,6,165.0802765,212006.179526320222067,427555944.016534388065338
954,2,8,08,08Z,U00,0312,08ZU000312,6,133.7401886,199298.593008060212014,346385485.947281360626221
955,2,8,08,08Z,U00,0314,08ZU000314,6,108.2350922,247182.417221145617077,280327604.778007984161377
956,2,8,08,08Z,U00,0315,08ZU000315,6,45.0267372,91636.785879954157281,116618711.698931038379669
957,2,8,08,08Z,U00,0316,08ZU000316,6,372.0989685,517182.176200586662162,963731874.439499020576477
958,2,8,08,08Z,U00,0317,08ZU000317,6,198.6581879,343118.571189694222994,514522333.160742402076721
959,2,8,08,08Z,U00,0318,08ZU000318,6,33.8684120,124753.351177496850141,87718786.143547400832176
960,2,8,08,08Z,U00,0319,08ZU000319,6,15.7988558,60029.948209479705838,40918849.326051890850067
961,2,8,08,08Z,U00,0320,08ZU000320,6,82.1756287,151162.191867581132101,212833909.587117642164230
962,2,8,08,08Z,U00,0321,08ZU000321,6,37.2064247,100564.074507722514682,96364202.093795791268349
963,2,8,08,08Z,U00,0322,08ZU000322,6,6.5946603,55179.991182236888562,17080091.878737542778254
964,2,8,08,08Z,U00,0326,08ZU000326,6,34.5239944,84501.275954575350625,89416738.401312649250031
965,2,8,08,08Z,U00,0327,08ZU000327,6,110.2379150,107292.353015063737985,285514897.958864748477936
966,2,8,08,08Z,U00,0328,08ZU000328,6,154.4275818,189049.453143641265342,399965598.788757741451263
967,2,8,08,08Z,U00,0329,08ZU000329,6,104.9629288,246759.268079304194544,271852737.430205345153809
968,2,8,08,08Z,U00,0330,08ZU000330,6,22.1467743,68196.903791399934562,57359882.095542334020138
969,2,8,08,08Z,U00,0331,08ZU000331,6,99.0233459,149392.886653128487524,256469297.774993419647217
970,2,8,08,08Z,U00,0332,08ZU000332,6,25.9803391,78602.640494526247494,67288770.538101300597191
971,2,8,08,08Z,U00,0401,08ZU000401,6,389.9447327,485794.572798251523636,1009952253.132673263549805
972,2,8,08,08Z,U00,0501,08ZU000501,6,166.3946838,142315.814445429161424,430960238.393561124801636
973,2,8,08,08Z,U00,0601,08ZU000601,6,209.3814087,207606.365744619775796,542295342.155811786651611
974,2,14,14,14C,M02,0701,14CM020701,6,2.0427494,17686.569023310974444,5290696.559134054929018
975,2,14,14,14C,O00,0101,14CO000101,6,53.8594093,74177.072610322502442,139495233.375582098960876
976,2,14,14,14C,O00,0201,14CO000201,6,56.4756470,76117.961567813981674,146271254.751882463693619
977,2,14,14,14C,O00,0202,14CO000202,6,17.1184177,45326.379443165416887,44336500.468205966055393
978,2,14,14,14C,O00,0301,14CO000301,6,10.1821260,34247.161175171073410,26371585.016029924154282
979,2,14,14,14C,O00,0401,14CO000401,6,20.4006786,39157.198684669754584,52837516.025889791548252
980,2,14,14,14C,O00,0501,14CO000501,6,10.5280771,24552.029893401340814,27267595.041566818952560
981,2,14,14,14C,O00,0601,14CO000601,6,2.6539032,16566.530055006303883,6873577.892462304793298
982,2,14,14,14C,O00,1001,14CO001001,6,9.8164911,23638.925771229209204,25424595.553052201867104
983,2,14,14,14C,O00,1002,14CO001002,6,5.0428019,14675.619122950412930,13060796.422270404174924
984,2,14,14,14C,O00,1101,14CO001101,6,20.9458237,44272.419421821490687,54249433.444695435464382
985,2,14,14,14C,O00,1201,14CO001201,6,7.3012104,27346.722385728869995,18910048.252946335822344
986,2,15,15,15A,O00,0201,15AO000201,6,280.8218384,128694.651701820432208,727325217.209105134010315
987,2,15,15,15A,O00,0401,15AO000401,6,171.2648163,124202.207355252146954,443573829.609976112842560
988,2,15,15,15A,O01,0101,15AO010101,6,126.7083740,78609.961077307700180,328173181.286722481250763
989,2,15,15,15B,E00,0101,15BE000101,6,267.3562622,112429.732304096309235,692449577.556702017784119
990,2,15,15,15B,O00,1901,15BO001901,6,246.5205994,186653.336828218889423,638485409.290044546127319
991,2,15,15,15C,O00,0201,15CO000201,6,194.8107452,94425.013635396899190,504557499.622412145137787
992,2,15,15,15C,O00,0301,15CO000301,6,11.7655373,22587.793134141174960,30472601.541319500654936
993,2,15,15,15C,O00,0401,15CO000401,6,45.4857140,54442.318260040658060,117807457.837157979607582
994,2,15,15,15C,O00,0501,15CO000501,6,85.5839615,77371.668771289405413,221661441.711113959550858
995,2,15,15,15C,O00,0601,15CO000601,6,150.9693298,162568.653516334627056,391008757.461704075336456
996,2,15,15,15C,O00,0602,15CO000602,6,39.6012726,126070.919849665326183,102566823.588477000594139
997,2,15,15,15C,O00,0603,15CO000603,6,23.7299747,75434.487503784999717,61460354.875878483057022
998,2,15,15,15C,O00,0701,15CO000701,6,6.1175690,28735.604250556356419,15844431.424084208905697
999,2,15,15,15C,O00,0703,15CO000703,6,1.7650547,12634.475267611540403,4571470.545414312742651
1000,2,15,15,15C,O00,0801,15CO000801,6,123.2719040,133673.285579569695983,319272756.082497954368591
1001,2,15,15,15C,O00,0802,15CO000802,6,8.5435591,75349.044229194478248,22127717.038278486579657
1002,2,15,15,15C,O00,0803,15CO000803,6,24.3644314,103380.645213564464939,63103587.502052053809166
1003,2,15,15,15C,O00,0901,15CO000901,6,62.2753601,124907.474943258901476,161292443.946402341127396
1004,2,15,15,15C,O00,0902,15CO000902,6,11.5876541,31041.490882324658742,30011886.872340280562639
1005,2,15,15,15C,O00,1001,15CO001001,6,198.8470612,244041.353587427933235,515011532.735777795314789
1006,2,15,15,15C,O00,1002,15CO001002,6,8.4169149,68624.687780010353890,21799709.385357387363911
1007,2,15,15,15C,O00,1003,15CO001003,6,43.7536697,81881.220640570318210,113321480.554380938410759
1008,2,15,15,15C,O00,1101,15CO001101,6,63.8616371,141561.666006448591361,165400881.460922032594681
1009,2,15,15,15C,O02,0101,15CO020101,6,81.8961105,79557.053788655772223,212109947.752448201179504
1010,3,26,26,26B,F00,0201,26BF000201,6,290.8168335,311855.903752953221556,753212176.296201229095459
1011,3,26,26,26B,F00,0301,26BF000301,6,304.0878296,390013.687208118848503,787583834.685400247573853
1012,3,26,26,26B,F00,0401,26BF000401,6,389.9218140,436765.619478355569299,1009892881.362818121910095
1013,3,26,26,26B,F01,0501,26BF010501,6,7.1290331,26853.248894805459713,18464111.215577062219381
1014,3,26,26,26C,F00,0201,26CF000201,6,106.4447098,143470.702932269166922,275690533.981150805950165
1015,3,26,26,26C,F00,0301,26CF000301,6,35.5433693,57593.026232170494040,92056900.195312976837158
1016,3,26,26,26C,F00,0401,26CF000401,6,32.6829529,54715.719992034384632,84648457.729946881532669
1017,3,26,26,26C,F00,0501,26CF000501,6,191.6265717,387033.278209367475938,496310551.548886179924011
1018,3,26,26,26C,F00,0601,26CF000601,6,101.1623993,176325.888942019839305,262009407.299200057983398
1019,3,26,26,26C,F00,0701,26CF000701,6,8.4625263,37926.493480015480600,21917843.150487862527370
1020,3,26,26,26C,F00,0801,26CF000801,6,118.7150269,208809.107791346148588,307470515.986172914505005
1021,3,26,26,26C,F01,0101,26CF010101,6,52.9458504,119648.211774111216073,137129125.377884089946747
1022,4,9,09,09A,O00,0101,09AO000101,6,24.0197868,33948.299467366014142,62210963.152591019868851
1023,4,9,09,09A,O00,0102,09AO000102,6,223.3141174,322991.928341045510024,578380891.785006999969482
1024,4,9,09,09A,O00,0201,09AO000201,6,459.0421448,567995.373067844426259,1188913704.579568386077881
1025,4,9,09,09A,O00,0301,09AO000301,6,108.4685516,94792.194903159528621,280932267.700638294219971
1026,4,9,09,09A,O00,0401,09AO000401,6,17.0656815,47563.606108244326606,44199912.656370997428894
1027,4,9,09,09A,O06,0501,09AO060501,6,17.1598263,40326.263663142097357,44443745.383260302245617
1028,4,9,09,09B,J00,0201,09BJ000201,6,7.1816220,19162.463296753016039,18600315.347167912870646
1029,4,9,09,09B,N00,0101,09BN000101,6,498.3808289,223395.930532173428219,1290800413.188636302947998
1030,4,9,09,09C,N00,0603,09CN000603,6,8.6576166,23903.438505918093142,22423124.399891227483749
1031,4,9,09,09C,N00,0605,09CN000605,6,32.7519913,44401.872616884364106,84827263.638815492391586
1032,4,9,09,09C,U00,0201,09CU000201,6,251.6901093,143504.302380434790393,651874387.297934770584106
1033,4,9,09,09C,U00,0301,09CU000301,6,708.7764282,952636.026549292262644,1835722499.389474868774414
1034,4,9,09,09C,U04,0101,09CU040101,6,10.0368872,34491.101975924102589,25995418.695186629891396
1035,4,9,09,09D,N00,0201,09DN000201,6,394.8024292,485152.042178751493338,1022533570.295017600059509
1036,4,9,09,09D,N00,0301,09DN000301,6,58.4688988,80781.350414923988865,151433754.111655622720718
1037,4,9,09,09D,N00,0401,09DN000401,6,65.5781250,111696.932329682618729,169846565.858718276023865
1038,4,9,09,09D,N00,0402,09DN000402,6,206.2108154,374058.897448755335063,534083573.339474499225616
1039,4,9,09,09D,N00,0403,09DN000403,6,556.3519897,686759.540830942569301,1440944976.251005172729492
1040,4,9,09,09D,N03,0101,09DN030101,6,93.9355164,127263.964863431232516,243291862.947304636240005
1041,4,9,09,09D,U00,0501,09DU000501,6,288.5697021,315574.364543622068595,747392120.405020713806152
1042,4,9,09,09D,U00,0601,09DU000601,6,1755.0229492,1889607.415878579020500,4545488689.163972854614258
1043,4,9,09,09D,U00,0701,09DU000701,6,276.4773865,285615.606342395360116,716073145.761179327964783
1044,4,9,09,09D,U00,0702,09DU000702,6,171.0278168,298235.805593505385332,442959994.016714096069336
1045,4,9,09,09D,U00,0801,09DU000801,6,1743.2188721,1176817.501463962020352,4514916098.869449615478516
1046,4,9,09,09E,N00,0101,09EN000101,6,414.1628418,210514.223751901008654,1072676803.493828535079956
1047,4,9,09,09E,N00,0601,09EN000601,6,190.8347168,211868.084826616162900,494259634.700686991214752
1048,4,9,09,09E,N00,0701,09EN000701,6,7.8525209,20788.698410647688434,20337935.749843899160624
1049,4,9,09,09E,N00,0901,09EN000901,6,78.3376617,119102.094522514686105,202893609.297871738672256
1050,4,9,09,09E,N00,1001,09EN001001,6,133.9114838,220388.530984100711066,346829164.142874300479889
1051,4,9,09,09E,N00,1101,09EN001101,6,202.8964844,217624.001256701681996,525499500.013022482395172
1052,4,9,09,09E,N00,1201,09EN001201,6,150.6116028,241443.888592805975350,390082254.747227191925049
1053,4,9,09,09E,N00,1301,09EN001301,6,139.9151764,153662.078206056758063,362378659.523299455642700
1054,4,9,09,09E,N01,0302,09EN010302,6,1.5239569,10909.711026629656772,3947030.188805258367211
1055,4,9,09,09E,N03,1401,09EN031401,6,92.1151199,151080.693347414897289,238577064.912925004959106
1056,4,9,09,09E,U00,1501,09EU001501,6,292.5963745,326210.193787679891102,757821126.668932318687439
1057,4,9,09,09E,U00,1601,09EU001601,6,147.0210419,193028.341004995425465,380782752.839978277683258
1058,4,9,09,09E,U00,1701,09EU001701,6,485.8293762,522768.328848925768398,1258292308.339343547821045
1059,4,9,09,09E,U00,1801,09EU001801,6,343.5986023,277194.255816984979901,889916327.910910606384277
1060,4,9,09,09E,U00,1901,09EU001901,6,278.7864685,291548.352874438511208,722053621.905987739562988
1061,4,9,09,09E,U00,2001,09EU002001,6,345.8484192,275829.457963228516746,895743278.004800796508789
1062,4,9,09,09E,U00,2101,09EU002101,6,476.8171692,669912.743672357522883,1234950812.394497394561768
1063,4,9,09,09E,U00,2201,09EU002201,6,554.2510376,532141.648342168307863,1435503546.087731838226318
1064,4,10,10,10Z,N00,0101,10ZN000101,6,774.3977661,792674.888970583793707,2005681075.534710407257080
1065,4,10,10,10Z,N00,0201,10ZN000201,6,3681.6833496,3772441.655574296601117,9535516083.698757171630859
1066,4,10,10,10Z,N00,0301,10ZN000301,6,2074.0651855,2223221.073379422072321,5371804445.063474655151367
1067,4,10,10,10Z,N00,0302,10ZN000302,6,415.6517944,592486.444365642149933,1076533179.482713937759399
1068,4,10,10,10Z,N00,0303,10ZN000303,6,2904.6467285,2605017.561322881374508,7523000389.461249351501465
1069,4,10,10,10Z,N00,0304,10ZN000304,6,945.2145996,851392.290056511177681,2448094518.937500000000000
1070,4,10,10,10Z,N00,0401,10ZN000401,6,383.7008972,355598.507385986973532,993780756.146484375000000
1071,4,14,14,14A,M00,0501,14AM000501,6,11.1331825,69682.616716236458160,28834810.119074914604425
1072,4,14,14,14A,M00,0503,14AM000503,6,0.2283100,4256.824477477985965,591320.220725151244551
1073,4,14,14,14A,M02,1201,14AM021201,6,0.1100120,3765.988823605047401,284929.832471825531684
1074,4,14,14,14A,O00,0301,14AO000301,6,73.4610138,73150.768828502579709,190263145.120448410511017
1075,4,14,14,14A,O00,0401,14AO000401,6,53.4008064,84711.553885273533524,138307453.283544391393661
1076,4,16,16,16B,O00,1301,16BO001301,6,61.7422638,51984.159405390368192,159911731.637466847896576
1077,4,16,16,16B,O00,1401,16BO001401,6,17.2989540,38805.462063049089920,44804086.360112182796001
1078,4,16,16,16B,O00,1402,16BO001402,6,26.4775791,43307.827722112502670,68576617.141490578651428
1079,4,16,16,16B,O00,1501,16BO001501,6,178.3377380,108962.922252918477170,461892612.897971630096436
1080,4,16,16,16B,O00,1601,16BO001601,6,195.1260376,101882.392174469729071,505374105.948759913444519
1081,4,16,16,16B,O00,1701,16BO001701,6,53.0925140,49168.613040305070172,137508981.707791894674301
1082,4,16,16,16B,O00,1702,16BO001702,6,42.0627670,44802.197283899302420,108942063.644565671682358
1083,4,16,16,16B,O00,1703,16BO001703,6,56.6316299,60538.444099844258744,146675245.431329160928726
1084,4,16,16,16B,O00,1704,16BO001704,6,51.2081757,48624.311589894692588,132628568.408773094415665
